index,taskId,language,description,context,topic_id,word_count
272,3739,4kOAqwGzmki8Yl43wBUxla,DE,schreib ausgedachen march verwend dafur vergangenheit,,,6
273,3740,1wirvNutZ3x9XdgVnBnTmc,DE,vergleich verdunsen verdampfen gehen entscheidend unterschi zeichen,,,7
274,3743,3uDwpnmBm31aaFTR52zvo7,DE,schreib satz prasen beginn markiert satzteil rock passen frau,,,9
275,3759,9GLoXI4D3BL84ypk2gKUF0,DE,schreiben fur satztyp fragesatz sinnvoll satz,,,6
276,3760,8r3zXhRJ9Jj6D9uUDcWccl,DE,schreiben fur satztyp aussagesatz sinnvoll satz,,,6
277,3761,6n4Flk3a5wv6MjoLdfoAuV,DE,schreiben fur satztyp aufforderungssatz sinnvoll satz,,,6
278,3766,9KFNLcdsWd29AAceQVcsqb,DE,beschrijf wat je op deze afbeeld ziet,,,7
279,3767,1US9oRZmLhN9tpxLAOax3u,DE,kennzahl marktanaly ergeben ari gmbh zukunft zusatzlich zielgrupp silver societi fokussier mocht gemeinsam marketingabteilung erstell kundengruppenprofil nennen nachteil zweiter identifiziert instrument,,,21
280,3793,86ehOTpOthW8amuRCU8pfg,DE,schreib zwei satzen hauptsatz relativsatz kandidatin wunsch seigen,,,8
281,3795,3fDVKffRKhB6dYWcoXpP3V,DE,schreib frage markieren satzteil acht praposit lisa fahrt heuen freundin,,,10
282,3796,1k4bbVkwoUp8WZAVCT341e,DE,schreib frage markieren satzteil acht praposit mitarbeitende arbeiten paus,,,9
283,3798,21TzsdJik7M86l0KGxVWem,DE,heissen bundesratinnen bundesr schweiz,,,4
284,3816,1gbMx6tyDeq7n4oJy192fW,DE,schreib satz prasen passend reflexivpronom entspann well center,,,8
285,3817,3V57PIIkQfw91dmFa2xqm8,DE,schreib satz prasen passend reflexivpronom entscheiden fur ausflug park,,,9
286,3818,5Stvno2IhjdasSXn3XrYun,DE,schreib satz konjunktiv bitt helfen konn,,,6
287,3819,21yRWxXuCvn6sFTkx22X8a,DE,schreib satz konjunktiv heuen abend helfen konn,,,7
288,3820,368pi6zB3Nw9HluZIp2Ajy,DE,schreib satz konjunktiv bitt fenster offn konne,,,7
289,3821,4Y329FG8O4Y8H3Kw7f50Qq,DE,schreib satz konjunktiv jamen gern mehr geld,,,7
290,3822,9ciXfZ2MoBP6CzGkUiIWep,DE,schreib satz konjunktiv hau gehen mussen,,,6
291,3823,7OWYgV4ubH8NCfn9Dlrbj,DE,schreib satz passiv perfekt hausmeist paket abholen,,,7
292,3824,1FFNeGrIH7c88i0Qr9bcTM,DE,schreib satz passiv prateritum lernen vokabeln,,,6
293,3825,65fEo4gqPMb7N0Rulucm7b,DE,schreib satz konjunktiv john gern ausland arbeiten,,,7
294,3826,2zl7ZMfHffx9zLbOiF5HdG,DE,schreib satz konjunktiv florian gern neu auto,,,7
295,3827,6RnHt50sjHgaDtIaeHVZ2c,DE,schreib satz passiv vergangenheit modalverben mitarbeit chef anrufen,,,8
296,3828,721YSPDqvyd77G8agraQnF,DE,formel zukunft schreib satz futur nachst jahr olympisch spiel wahrscheinlich wien stattfinden,,,12
297,3829,7ytpPEI745P78wZ2WouVIy,DE,formel zukunft schreib satz futur regierung wohl neu gesetz einfuhren,,,10
298,3832,81vZt5aHkv2aKc6dCvnQy0,DE,formel zukunft schreib satz futur investit voraussichtlich hoch gewinn erzielen,,,10
299,3833,H2ebpmzTOY88FpcHg3oT8,DE,schreib satz passiv perfekt kellnerin kuchen servieren,,,7
300,3834,8jwLtNeNvcR7aI6ygjQSZX,DE,schreib satz prasen achtung nom gehor n deklin fragen arzt,,,10
301,3835,6Lkhn9ElCoq5zVbyt2s6lt,DE,schreib satz passiv vergangenheit modalverben ministerin ausstellung eroffnen,,,8
302,3836,caGXffPM9M724CEgr9JI2,DE,schreib satz passiv perfekt mitbewohn kaffen kochen,,,7
303,3837,1CS2rHcA2mD5ycKiHmllcH,DE,schreib satz passiv vergangenheit modalverbe studierend dürfen prufung wiederholen,,,9
304,3838,8ByID7rCBuaaJ9MAPAso3O,DE,schreib satz passiv vergangenheit modalverben spieler ball werfen,,,8
305,3841,avJtnkFcsh26j1gvUIGOHq,DE,schreib satz passiv perfekt mann bad reinigen,,,7
306,3842,8FdlbttdVrRa4rETt3ZqoF,DE,schreib satz prasen achtung nom gehor n deklin schwest hase,,,10
307,3843,7IkR6eerZxR73eIqdMgRxg,DE,schreib satz prasen achtung nom gehor n deklin sehen vater,,,10
308,3844,9zsiVn5CWHU7shyc50xPo1,DE,schreib satz prasen achtung nom gehor n deklin kunstlerin sprechen journalist,,,11
309,3845,4ecsAC23Glv75AdtGdC4Ti,DE,schreib satz prasen achtung nom gehor n deklin dame kussen herr,,,11
310,3847,ayC9ozOBy0K6L65npAUwnt,DE,schreib satz prasen achtung nom gehor n deklin freundin heiraten italien,,,11
311,3849,2DrRIJ71F1v7cs1m6ZbuOl,DE,lie indirekt frage schreib direkt frage weißt lieblingsessen deutschen,,,9
312,3851,3X5pIhtlEI9aEDQU7Tb0sa,DE,infinitiv schreib satz denk bei infinitiv komma zeit plan fur wochenend,,,11
313,3853,6WfIFANTup1aTZicsHd4Rn,DE,infinitiv schreib satz denk bei infinitiv komma lassen haar schneiden,,,10
314,3854,4J12J03UdrP76zecxducwK,DE,schreib satz prasen achtung nom gehor n deklin lehrer erklaren schul problem,,,12
315,3855,98YFYpvaX2S8yNkzq137pA,DE,infinitiv schreib satz denk bei infinitiv komma freuen darauf kino gehen bald,,,12
316,3857,HbmA7TtRvk5JApfagaVyn,DE,schreib satz sowohl garten blum teich,,,6
317,3858,8mtWqtQse2h8rdp2qzlUac,DE,schreib satz weder mögen hund katzen,,,6
318,3859,aQCynqzPOR98SNEr0l2aNp,DE,schreib satz weder caro tragen pullov jack,,,7
319,3860,9zFtKbW6ybM719TroUIOTx,DE,schreib satz schulerin klug fleißig,,,5
320,3861,9rl0Qr4kgybaPIEcwGwHeB,DE,schreib satz jan tine gehen restaur kino,,,7
321,3862,4FacYwCR2wo9NCuiqqHOL9,DE,schreib satz entwed konn cafe park treffen,,,7
322,3863,41LzKLCgXf788rMwAJ4Ku9,DE,schreib satz entwed kannst rot stift blau stift benutzen,,,9
323,3864,6hqiwOTDHKa9G65yiZ8dyW,DE,schreib satz weder bestel pizza pasta,,,6
324,3865,6Q8yzcUbHgM8gpSNfPAGjV,DE,schreib satz sowohl tragen sommer winter sonnenbrill,,,7
325,3866,8AO7B9FFGO4aok0vdW8q2f,DE,schreib satz entwed zug flugzeug fur reis nehmen,,,8
326,3872,ahkHRLPsc8G5BlcAbDqAFj,DE,stadt deutschland kennzeichen bo,,,4
327,3875,6ApClbUlkPQaUhcTzRT94z,DE,heisst phase verkaufsgesprach worum gehen verkaufsgesprach,,,6
328,3876,9PlhdsAkg8Q7C5rDChlZOJ,DE,wer prasid usa,,,3
329,3877,ID2NsAvnsi7nezAwmzcYZ,DE,heisst phase verkaufsgesprach worum gehen verkaufsgesprach,,,6
330,3879,41DEOghDR9w6ZatBKKQvDb,DE,schutz resilienzfaktoren kind,,,3
331,3880,3kSbMySkhUM5Mm7FOxFbfq,DE,schreib frage markieren satzteil kuchen riecht lecker,,,7
332,3883,4h3Eyk6SC8n8ZrMPJvt5sO,DE,schreib satz partikel sagen,,,4
333,3889,aBm9xE2RxrkaKAWw3u3ZM4,DE,schreib satz passiv prasen kaff durfen servieren,,,7
334,3890,474bwkLf8UR9mOeI04La8i,DE,schreib satz infinitiv wunderbar schlafen lang konn,,,7
335,3891,8NHHnMef52K7jY4orNcLsT,DE,schreib satz infinitiv kasimir beschließen wechseln arbeit,,,7
336,3892,6ViSKe3BUou9GtgdgdiZmf,DE,schreib satz infinitiv wichtig kommen punktlich,,,6
337,3893,2DGDX8zcW8O7z8MIuXvVau,DE,infinitiv schreib satz denk bei infinitiv komma gehen spazieren uni,,,10
338,3894,bB32RlVtBPazHspL8AxYU,DE,infinitiv schreib satz denk bei infinitiv komma mocht sushi bestellen wochenend,,,11
339,3895,7UyTG1bRF29aArgnpFZxAg,DE,infinitiv schreib satz denk bei infinitiv komma fleisch essen,,,9
340,3896,7eK6sAzSrrq9zBNocYxLc9,DE,infinitiv schreib satz denk bei infinitiv komma famili morgen restaur feiern,,,11
341,3897,36qfICLEVbA7Sb2ZGsGB2A,DE,heisst prasid usa,,,3
342,3898,caAQ9uAsBW7VzAoYX9Q8V,DE,schreib vergleichssatz genau pras beginn markiert satzteil max geld tim,,,10
343,3903,8unILuSXIHJa3c7flInj1X,DE,wer prasid usa,,,3
344,3904,5rKN1LksGuhatMucIOttMo,DE,schutz resilienzfaktoren kind,,,3
345,3908,IVa4Cr8GO7aphF1rfPacN,DE,infinitiv schreib satz denk bei infinitiv komma trainer erlauben schwimmen gehen train,,,12
346,3909,2dGX8xG8M8U92FLqAj4pkx,DE,infinitiv schreib satz denk bei infinitiv komma find schon gehen restaur,,,11
347,3910,6fRbKtzl2afaF0kCbTG31H,DE,schreib satz konjunktiv leila fruher kommen sollen,,,7
348,3911,29rCVEFVf62aWdJtI3nbMX,DE,schreib satz konjunktiv mehr fahren durfen,,,6
349,3912,92jRxG7hKV49Od7REYNGBA,DE,wer prasid usa,,,3
350,3913,8ZOBXyAWZLd8KyRJePHHpW,DE,heisst phase verkaufsgesprach worum gehen verkaufsgesprach,,,6
351,3914,Bk79BH04Uf9u9NgoD3DAL,DE,schreib satz infinitiv machen spaß schwimmen oft gehen,,,8
352,3915,5cpbzfqrLHL8SEUPrSbmvO,DE,schreib satz infinitiv schlagen spazieren park gehen,,,7
353,3916,11TmPwiOxTraHRLHAisXsd,DE,schreib satz infinitiv anja arbeiten ausland,,,6
354,3917,3p6FQ8ckPxn5uY7dXVzJ3v,DE,infinitiv schreib satz denk bei infinitiv komma plan wandern gehen wochenend,,,11
355,3918,aLArqqhMZgU7Cutf2wPTgA,DE,infinitiv schreib satz denk bei infinitiv komma georg sehen schiff vorbeifahren,,,11
356,3919,7e5rwr6MxlX9hzA59dxsKW,DE,infinitiv schreib satz denk bei infinitiv komma versprechen helfen hausaufgaben,,,10
357,3920,aCh2sJch3XAadsbcSj7Mit,DE,infinitiv schreib satz denk bei infinitiv komma hoff bekommen gut note,,,11
358,3921,9WFgeJTTlyx8sitM0gFMa3,DE,infinitiv schreib satz denk bei infinitiv komma kind durfen allein urlaub fahren,,,12
359,3922,mDdBgAJlU572JHC3RJxz3,DE,infinitiv schreib satz denk bei infinitiv komma versuch mehr sport,,,10
360,3927,7qwbE99F6Bw6spEjSvm89l,DE,sag personlich schreib satz wolltest stadt fahren,,,7
361,3928,9ncCh5TaPrN6cnO93ASj8O,DE,sag freundlich schreib satz mal lass wochenend essen gehen,,,9
362,3931,a2jEbSDrxSo78lpldWbT5Y,DE,sag personlich schreib satz kannst gut tanz,,,7
363,3932,5hdkb2EoaSTaE40Bb4idB2,DE,schreib vergleichssatz prasen beginn markierten satzteil mona groß laura,,,9
364,3936,3NHGAHAwWOK8VgHYumTRdd,DE,nomen stehen akkusativ dativ schreib satz prasen beginn markiert teil backen eltern kuchen m,,,14
365,3937,33lIxu2elw1aKNw5BqdJsJ,DE,nomen stehen akkusativ dativ schreib satz prasen beginn markiert teil william erzahlen freund geschicht f,,,15
366,3940,1q3mqJjY1o06Dsy8UlDSEP,DE,nomen stehen akkusativ dativ schreib satz prasen beginn markiert teil geschwist schicken bruder einladung f,,,15
367,3941,aXEPvx0DNfe8cdumjmnAQk,DE,nomen stehen akkusativ dativ schreib satz prasen beginn markiert teil lehrer geben schul buch,,,14
368,3942,9pnqqZM20uW7lzaOQO4n5G,DE,nomen stehen akkusativ dativ schreib satz prasen beginn markiert teil oma reparieren enkelin kleid,,,14
369,3946,3mBynmuqVlI6kMtBdp5kDH,DE,perfekt schreib satz beginn markiert satzteil stadt fahren,,,8
370,3947,4X7pGRK1gGM8kgAcecFPf4,DE,perfekt schreib satz beginn markieren satzteil baum kind sprungen,,,9
371,3948,312ClwYO6cZ71h3XAyYRpA,DE,perfekt schreib satz beginn markieren satzteil opa klau garten arbeiten,,,10
372,3949,7OJK7JlKxSa8xHeVKkzLn5,DE,perfekt schreib satz beginn markiert satzteil finden neu job,,,9
373,3950,5yAQVsvCwqx6Z3pq31a4n1,DE,schreib frage markieren satzteil acht praposit großelter fahren enkel strand,,,10
374,3951,4ET2jnAWETJaWBHHbr2bAN,DE,schreib frage markieren satzteil acht praposit reservieren fur geburtstag tisch restaur,,,11
375,3952,2eTdVUlvJUH7IbbJdHgiwQ,DE,schreib frage markieren satzteil acht praposit kind sehen foto eltern,,,10
376,3953,W28HaQN6LV6pYabgKzc6F,DE,schreib frage markieren satzteil acht praposit mutter bekommen blumenstrauß,,,9
377,3954,88So2c6UY5gatWE6fgmx5f,DE,schreib frage markieren satzteil acht praposit freund fliegen famili italien,,,10
378,3956,5mTu9TPrNGa8sWNUia9XTQ,DE,schreib satz passiv prasen chefin erklart ziel,,,7
379,3957,1sMQaomgAsI6bnL0V6o0NK,DE,schreib satz passiv prasen geschirr spulen,,,6
380,3958,8KcevsAt2qG95zFywlL87O,DE,schreib satz passiv prasen e mail mussen schreiben,,,8
381,3959,4pqCyWlDzWAasHGK0F9YqR,DE,schreib satz prasen passend reflexivpronomen verletzen bei sport,,,8
382,3960,4Nth9um0ept9f9SsnJVzUX,DE,schreib satz prasen passend reflexivpronom verletzen hand,,,7
383,3961,4BWf3b98UwM64V4DzjoyJJ,DE,schreib frage markieren satzteil tom hank spielen hauptrol,,,8
384,3963,3IExWBJKiik9R4BJJL7dfA,DE,schreib frage markieren satzteil oma kaufen gelb pullov,,,8
385,3965,7H0TbOSqqFlaZ8BQqYB3SD,DE,pathologien test anwenden,,,3
386,3966,3ROKK6him6D854Kdh38QnT,DE,schreib frage markieren satzteil besuchen ferien freund schweden,,,8
387,3967,73FPj8qaWBWafotyT4gcFT,DE,schreib frage markieren satzteil reisefuhr zeigen tourist sehenswurdigkeien,,,8
388,3969,6EAuWal2C3c9o4wz77nFyt,DE,schreib satz passiv perfekt studentin prufung schreiben,,,7
389,3970,5Oe5L82ceFj7DjWQqjoWP1,DE,schreib frage markieren satzteil acht praposit bei kartenspiel verlieren immer mutter,,,11
390,3971,4oJpWPN7kSP8ecVwlpaLF2,DE,trennbar verben korrigier fehl schreib satz richtig beginn markiert satzeil mari abgeben paket,,,13
391,3972,3FhJGQgSr085AIWcnVbx40,DE,trennbar verben korrigier fehl schreib satz richtig beginn markiert satzeil tim aufraumen zimmer,,,13
392,3973,9tL0Hlu5QJ1amjqQmK9sSy,DE,trennbar verben korrigier fehl schreib satz richtig beginn markiert satzeil lehrer vorbereit prufung,,,13
393,3978,1mVi3s4wpac73MNNXu7Z0G,DE,schreib satz passiv perfekt nachbarin fleisch gebrat,,,7
394,3980,gXbMhiqX3BaPmaLdys3MV,DE,schreib satz passiv vergangenheit modalverben regierung konnen demo verbieten,,,9
395,3981,sqL3ZEge25aocJvEN4XUH,DE,schreib satz passiv vergangenheit modalverbe fan können sang begrußen,,,9
396,3982,7UFu66LJ5Em8nJdVm4hnsG,DE,schreib satz passiv vergangenheit modalverben tourist musst urlaub abbrechen,,,9
397,3983,29Rg58SZ80i8yR4HXGSEP6,DE,schreib satz passiv vergangenheit modalverben sachbearbeit antrag prufen,,,8
398,3984,1IPMvq9fpFM7VA2xf7LZJm,DE,schreib satz passiv vergangenheit modalverben mutter geschenk abholen,,,8
399,3985,5razYsjuEnn9lIvmokYi21,DE,schreib satz passiv vergangenheit modalverben team spiel verschieben,,,8
400,3986,2Aotrzgv5818HwF4uuYaEA,DE,schreib satz passiv vergangenheit modalverben musik musst festiv absagen,,,9
401,3987,2qQqlby4X2j5ICT3HoEmbK,DE,schreib satz passiv prateritum ubt aussprechen,,,6
402,3989,407GCnKejJJ9drvYzNaQER,DE,schreib satz passiv prateritum hort hortext,,,6
403,3990,3JqR6gLCkC26WSz25q1B0o,DE,schreib satz passiv prasen gartner pflanzt baum,,,7
404,3991,7qfNjMfs7a29O3Ed68C3p1,DE,schreib satz passiv prasen mechanik reparieren auto,,,7
405,3992,1YXympEKva27asdT26pVTB,DE,schreib satz passiv prasen mann verkaufen getrank,,,7
406,3993,8SZ1KrdO6nF6B4ASMjqoia,DE,schreib satz passiv prasen famili macht reis,,,7
407,3994,18CPn6ywfJw8uDrsqhABHi,DE,schreib satz passiv prasen salatsoß,,,5
408,3995,2fJih9u1dSR9T53ZPw9yIx,DE,schreib satz passiv prasen fahrer fahrt bu,,,7
409,3996,oT7fZFDblB6bvjw0QXCor,DE,schreib satz passiv prasen fenster putzen,,,6
410,3999,5RFoOcZ4h4L6P0xxO2em5B,DE,schreib satz passiv pras blum sollen gießen,,,7
411,4000,2UV3TtcEQsM6wW4S0IGOCV,DE,schreib satz passiv pras paket sollen bringen,,,7
412,4001,3O5GtR98dCT9CMFmaxbjQX,DE,formel zukunft schreib satz futur politik konferenz fliegen,,,8
413,4002,2arzqStPHeV7fIi4PJ9TA4,DE,formel zukunft schreib satz futur sonntag marathon berlin stattfinden,,,9
414,4003,80XHCW99eDB9Q0pvVfFTrl,DE,formel zukunft schreib satz futur aktion stark kritik verursachen,,,9
415,4004,3sJ3n4YTC08a3rfdE3ZjUh,DE,formel zukunft schreib satz futur firma nachst jahr konferenz organisieren,,,10
416,4005,73fzENmV30B7b5x4iRYSFn,DE,formel zukunft schreib satz futur sicherlich bald vertrag unterschreiben,,,9
417,4006,18Sew476hwiamXnfMYOpXX,DE,formel zukunft schreib satz futur chefin entscheidung voraussichtlich termin nennen,,,10
418,4007,aiNl3vXZXU85GqIYxzULER,DE,schreib satz prasen ahm comput einschalten,,,6
419,4008,3xDQQrJO8Yra3tU5Uq8Y00,DE,schreib satz konjunktiv geld leih konne,,,6
420,4009,8BnEBmZbCi069GHMhGbDq0,DE,schreib satz konjunktiv abend tanzen,,,5
421,4010,8ph9LpvEVzTauA7ztxqacf,DE,schreib satz konjunktiv ann gern groß,,,6
422,4020,9H86e2zKvsbaQFUgUtcNBN,DE,lie indirekt frage schreib direkt frage wissen deutschland meer geben,,,10
423,4025,Kr7Ttd6i7O9NMhgh9VL2w,DE,trennbar verben korrigier fehl schreib satz richtig beginn markiert satzeil sebastian mari einlad freund,,,14
424,4026,6v1ZluBU2yq9CXneGNmwyq,DE,schreib satz infinitiv maya glucklich berlin konn studieren,,,8
425,4027,J4AIbNIhR57TmKAGwm0HT,DE,schreib satz infinitiv schon trinken kaff freund konne,,,8
426,4028,5T6bLQEgD6zaI68MIXRnGy,DE,schreib satz infinitiv vergessen einkaufen rechtzeitig,,,6
427,4036,azJTGzpDio08J3oHulCnvJ,DE,formel zukunft schreib satz futur deutschland nachst jahr klimakonferenz stattfinden,,,10
428,4051,9lUMHLxbTA95L47QlM6F0T,DE,perfekt schreib satz beginn markiert satzteil suchen schlussel,,,8
429,4052,7bfnyZlbSnG8VltYB4prZJ,DE,perfekt schreib satz beginn markieren satzteil jan postkart schreiben,,,9
430,4053,8QF4iE3i85uagLstRh3cXR,DE,perfekt schreib satz beginn markiert satzteil italien reisen eltern,,,9
431,4054,58i1XG6tBzs8nVyCpGfij0,DE,perfekt schreib satz beginn markieren satzteil oma geflogen sudafrika,,,9
432,4055,9q7cIQGfxh08ocekLdMKX9,DE,trennbar verben korrigier fehl schreib satz richtig beginn markiert satzeil julia anziehen kleid,,,13
433,4056,9JAaRRUIkK887eYp1AaXEe,DE,beantwort frage beid erwarten antwort gibst neu projekt alexandra groß spannung fuhrt zwei reaktion moglich eher posit eher neg,"RIGHT:
WRONG: Gründe für Veränderungen, Angst und Stress erklären",4986.0,19
434,4058,1zmW1lNPFs9FUjvT5YRyw,DE,carl uberzeugungskraft einsetzen projekt bekommen ursprunglich fur alexandra bestimmt tun,"RIGHT:
WRONG: Er demonstriert seinen Einfluss.",4985.0,10
435,4059,6BfW6baRcMNanEct08AC8z,DE,bereitschaft veranderung entwickeln gefuhl dringlichkeit erzeugen muss verantwortliche bestimmen frage beantworten konn schreib davon,,4993.0,14
436,4060,2X6PFnSIJKC782gCPrBnyg,DE,nennen intern extern personengrupp direkt indirekt aktivitat unternehmen betreffen daher interesse gegenub unternehmen geltend,"RIGHT:
WRONG: Stakeholder, Die Stakeholder, B, Kunden",4986.0,14
437,4061,8LLwMvB2gND9v9IxHtNIZI,DE,beantwort frage vollstandigen satz signal senden person widerstand leisten eigentlich,"RIGHT: Interesse, Interesse, Wer hat Lust, sich an Veränderungen zu beteiligen, Sie zeigt Interesse.
WRONG: Angst, Verleugnung, Hindernis, Weigerung zuzuhören, Schweigen, negative Signale, , sich für das Unternehmen nützlich fühlen, Emotionen, Angst, Verleugnung, Widerstand, Verachtung, Dass sie Angst davor hat, ihre Arbeitsweise zu ändern, Sie widersetzt sich.",4986.0,10
438,4062,32XJxVOSuLy7LHWOvOTqGG,DE,beantwort frage phase veranderungskurv benennst alexandra befinden alexandra firma wurd umstrukturiern entlassung fuhrungskraften fuhrt dadurch alexandra tag mehr chefin vierkopfig siebenkopfigen team neu mitarbeit team schwierigkeit veranderung gewohn alexandra macht arbeit jedoch weiterhin integr neu mitarbeit tun,"RIGHT: Verleugnung, in der Phase der Verleugnung, deni
WRONG: Zufriedenheit, Schock, sie hat die Veränderung noch nicht verinnerlicht, Integration und kontinuierliche Verbesserung",4986.0,37
439,4063,2P0HpZbVQISa6Nj9HTc23q,DE,beantwort frage zwei schlusselworter meister veranderungsprojekt auswirkung zwei eben meinung,"RIGHT:relational
WRONG: Sektor und Unternehmen, Intern und extern, Organisatorisch -Menschen, Aktiv und Passiv, Sichtbar und Fakt, Organisatorisch",4988.0,10
440,4064,9WR8yw2JbVB9TOb6Lfty8v,DE,vervollstandig satz drei adjektiv schritt kott model vision strategi entwickeln befindest vision _ _ _ _ _ _ _ _ _ _ _,"RIGHT: erreichbar, klar, flexibel, wünschenswert, machbar
WRONG: strategisch, global, menschlich, erfolgreich, geteilt, kommuniziert, breit, SMART, erweitert, innovativ, muss wie die Zukunft aussehen",4989.0,23
441,4065,8plUhotTUJeaC86aSN0eGg,DE,schreib satz prasen passend reflexivpronom kaufen neu smartphon,,,8
442,4066,3Hv2o6iPVSe7e5DpmBVixE,DE,schreib satz prasen passend reflexivpronomen sorgen tochter,,,7
443,4067,9EBeN3LZsaQ7eHVBBCWmHs,DE,schreib satz prasen passend reflexivpronom beeilen,,,6
444,4068,7ZoX0k2wkkM7CLnRwdaKRv,DE,schreib satz prasen passend reflexivpronomen vorbereit prasent,,,7
445,4069,7weduKsT0FQ9T0RLZ0vx7Z,DE,schreib satz prasen passend reflexivpronom waschen hand,,,7
446,4070,4FMeD6IRvCVacYrnm1TPTh,DE,schreib satz prasen passend reflexivpronom wunschen neu auto,,,8
447,4071,Mw1OtHr4pb5vJqhucnSib,DE,schreib satz prasen passend reflexivpronom verabred neu restaur,,,8
448,4072,6ABYJvq3pVr6cck1v3uLD7,DE,nenn meßnahmen veranderungsprozess alltag verankern konn,"RIGHT: Der Austausch über den Erfolg von Veränderungen.
WRONG:",4985.0,6
449,4073,8A9JoKZzlHM8DoFIx2NX8Q,DE,gib antwort stichwort meinung eigenschaft leiter helfen eigen sensibilitat umgehen,"RIGHT:
WRONG: Abstand gewinnen, Teilen, Selbstkritik, Anpassungsfähigkeit, Emotionen beiseite schieben, Vertrauen, Empathie, Debriefing",4986.0,10
450,4074,5O9CL8i0C3M7kiKfSCg5tC,DE,schreib frage markieren satzteil oma verlieren immer schlussel,,,8
451,4075,7Dmuq93K0tL6mKSVlgWy0a,DE,schreib satz partikel wem gehort geldbor,,,6
452,4076,2JQEZgqkEC98jdtZhd6pB4,DE,schreib satz perfekt beginn markiert satzteil tanzen letzen woch sonja club,,,11
453,4077,65Iy4JuYP3d9JuFmu6BAIu,DE,schreib satz perfekt beginn markiert satzteil einkaufen produkt tag,,,9
454,4078,4NmqgofqXIQ5uVSBbd2gtD,DE,schreib satz perfekt beginn markiert satzteil fliegen basel mutter,,,9
455,4079,2JQedHQhO1c6lcXbyN66B1,DE,nomen stehen akkusativ dativ schreib satz prasen beginn markiert teil mann schreiben freundin nachricht,,,14
456,4083,59c5wOYtTQK7TgcnCZXitO,DE,nominativ akkusativ dativ schreib satz prasen mann schenken frau blum pl,,,11
457,4084,7wW17Dp9qPs8eOzO31fEcg,DE,nominativ akkusativ dativ schreib satz prasen eltern pl schenken sohn auto,,,11
458,4088,aVjUPw1tFb57SJ3tR9WU2t,DE,schreib zwei satzen hauptsatz relativsatz freund treff freunden,,,8
459,4324,4vfPVoDiMV69li8VaAQ3tB,DE,schreib satz prasen maria film anschauen,,,6
460,4325,18wWqwEdU6P6KSydBls38f,DE,schreib satz prasen moritz witz erzahlen,,,6
461,4326,63ij6ZRdv7q8Fr6z9HxI72,DE,schreib satz prasen eltern jazzfestiv besuchen,,,6
462,4327,7C1qalZAde8awlL67P0zcq,DE,schreib satz prasen olga auto bezahlen,,,6
463,4328,9pIbzIloY0ka5ooh7VKQu6,DE,schreib satz prasen yve hau verlassen,,,6
464,4329,7jfzLg4788D8L2fDvlRCOV,DE,schreib satz prasen fatima buch verkaufen,,,6
465,4330,anoUgtGLIpj73zkpsrInul,DE,schreib satz prasen marisol mike projekt anfangen,,,7
466,4331,4HLfA0h3x2yaMMEmpI7T8O,DE,schreib satz prasen carlo raum verlassen,,,6
467,4332,8xw7KhoD3lF89DxYKuJM0A,DE,lie indirekt frage schreib direkt frage sagst bitt kleinst bundesland heißen,,,11
468,4333,8dKgcgR1Lg7a96RH4oeG14,DE,lie indirekt frage schreib direkt frage hast ahnung wann tag deutsch einheit feiern,,,13
469,4334,u0vsPlvrMIaQRmuQr1D3F,DE,lie indirekt frage schreib direkt frage hast ahnung bayern großt bundesland,,,11
470,4335,3vB8doABs6I72RzxdXtNZK,DE,lie indirekt frage schreib direkt frage sagst bitt hochst turm deutschland stehen,,,12
471,4336,21VdqNdtqXp7XBmIvx8lha,DE,lie indirekt frage schreib direkt frage kannst sagen deutschland bundeskanzlerin bundeskanzl geben,,,12
472,4337,2j4BuuE1LMp7FMAGXTToD1,DE,lie indirekt frage schreib direkt frage kannst sagen deutschland berg geben,,,11
473,4338,WMX5jlBvfsaqHTPvYLIQh,DE,lie indirekt frage schreib direkt frage weißen hauptstadt deutschland heißen,,,10
474,4339,9vnFFJKpV9g8vH3g1togis,DE,lie indirekt frage schreib direkt frage frage viel einwohn deutschland,,,10
475,4340,9IBWCnQuEay9CCwYZDisTS,DE,lie indirekt frage schreib direkt frage weißen viel bundesland deutschland,,,10
476,4341,1Z64kJANUXu7aNuGbQqxE4,DE,lie indirekt frage schreib direkt frage weißen deutschland republik,,,9
477,4342,4zeKQBfk2qm8ZLmSx1TNoZ,DE,schreib satz perfekt beginn markiert satzteil umsteig hauptbahnhof,,,8
478,4349,2QZEv6IRE4964kiA6wXzS4,DE,schreib zwei satz hauptsatz relativsatz kellnerin erinn kellnerin,,,8
479,4350,3Cf7N43aFqf7DEUeE1ZVRj,DE,schreib zwei satz hauptsatz relativsatz tastaur tastatur schreib gut,,,9
480,4353,5svpFq2MOQ99OWxM7UiegQ,DE,nenn beispiel fur interessengrupp,"RIGHT: Mitarbeiter
WRONG:",4991.0,4
