taskId,description,topic
583,N5mCYD9b0D7uISIZu46IJ,formulier antwort satz anhand stichwort fuhrungskraft aufgabe delegieren mehr aufgabe verantwortlich folglich mehr moglich fehler verfehlung rahmen delegierter aufgabe haften warum satz meinung falsch correct refer answer wrong refer answer aufgeben mitarbeit richtig pfad leiten mitarbeit weiterhin unterstutzen motivieren delegierung heisst forderung befahigung mitarbeitend abschiebung verantwortung team verantvortlich danach kontrollieren,0
584,ipOnFWjvm7KViEim5aiF,theori x mcgregor stellen teufelskrei dar erklar satz warum,0
585,ZDbzNETHiq99TPDtCdIaX,formulier antwort mehrere stichwort satz herzberg faktor theori konn motivationsfaktoren motiv leistung steigern hygienefaktoren hingegen langfristig nennenswert einfluss engag mitarbeit nutzen faktor verbessern,0
586,UrRCfXjiSV8GIeuIRo4s1,formulier antwort satzen aufgeben delegiert wurd teilweis gar ausgefuhrt ruckdeleg verschied grund erklar konn fuhrungsstil tragst sicherlich direkt indirekt nenn beispiel grund verantwortung ruckdeleg erklart,2
587,bk7y4TypsD9FnDbyC6HUJ,formulier antwort satz hilfreich konflikt meinung neutral beobacht einzuhol dritt person roll betrauen warum,0
588,4bpvQu99nru7YfSkd9sGnm,michael e porter intensiv frage strategi zusammenhang unternehmen beschaftigen port kernaussag bestehen darin gewinn unternehmen fahrden wettbewerbsfahigkeit starken nenn funf beispiel wettbewerbsfahigkeit gewinn unternehmen beeintrachtigen,2
589,88sVR4fKxie7sti2j3VF0d,nenn weniger satzen beispiel notsitu innovationsschub fuhren,3
590,PPLha6spfh6wMSR2Jf07w,begrussung verkaufsgesprach angemessen schreib gegenub begrussen wurdest mochten lernen person gesprach begrussen,0
591,9BRwWmyGeQV5XkV48QeFPX,widerspiegeln geschicht elch gasmask welt gut verkauf verkauf elch franz hohler kennen sprichwort elch gasmask verkaufen sagen norden jemand tuchtig mocht erzahl sprichwort kommen verkauf dafur beruhmt verkaufen konnen schon zahnarzt zahnburst verkaufen backer brot obstbauern kist apfel wirklich gut verkauf erst sagen freund elch gasmask verkaufst verkauf weit norden wald kommen elch wohnt gut tag sagen erster elch treffen brauchen bestimmt gasmask wozu fragen elch luft gut heutzutag gasmask sagen verkauf tun leid sagen elch brauch warten sagen verkauf brauchen schon wenig spat beginnen mitten wald elch wohnt fabrik bauen wahnsinnig fragen freund nein sagen elch gasmask verkaufen fabrik fertig steigen giftig abgas schornstein elch bald verkauf kommen sagen brauch gasmask denken sagen verkauf verkaufen sofort qualitatswar sagen lustig elch sagen elch brauch gasmaske haben mehr elch kennen hoflichkeitsform haben gluck sagen verkauf tausend ubrig sagen elch machst fabrik gasmasken sagen verkauf,3
592,96PBOYU9GSs7xk00wuirob,schreib satz passiv prasen mull trennen,0
593,8Q78SI06vJ7akX5luvNsnZ,definieren begriff rechtsfahigkeit handlungsfahigkeit eigen wort konkret beispiel,2
594,GEMjfdX3kQafzDFBbQRZo,beschreiben eigen wort sachtext literarisch text,2
595,96Qjy0M6SUO6jXjl6KmaDm,schreib satz prateritum fruher umarmen abschi,0
596,7sfrWR2LvXy7PPpSItCkse,notier adjektiv gegenteil verstehen beispiel hoch tief kalt,2
597,4OdmNVpfEsi8MWNeHByw6I,notier adjektiv gegenteil verstehen beispiel hoch tief oben,2
598,abmdZ0cSQ9K7O1iA6pBRby,notier adjektiv gegenteil verstehen beispiel hoch tief uberlegen,2
599,4jEmL16lLHZaeaq5mIH9Dq,notier adjektiv gegenteil verstehen beispiel hoch tief ruhig,2
600,9hG9eBiBRyC7FK4HqYrnSX,notier adjektiv gegenteil verstehen beispiel hoch tief alt,3
601,58xu8jjlLOa6UoYmWqGl17,notier adjektiv gegenteil verstehen beispiel hoch tief gross,2
602,46AHi0v2FDwa1oBjojFe8r,notier adjektiv gegenteil verstehen beispiel hoch tief kurz,2
603,96X2pfWKZ2J8DBqss2bIUy,notier adjektiv gegenteil verstehen beispiel hoch tief leicht wichen,2
604,2H3CxhUmlDkaLh2r0Jh1OS,notier adjektiv gegenteil verstehen beispiel hoch tief leicht aufgeben,0
605,9uIazdx7nU85Bv6zG7IHu5,verschied faktor kundschaft verkaufsgesprach vertrauensbildend uberzeugend wirken sollen moglich massnahme auflisen vertrauensbildend konn,2
606,EkJ8bvMFGY8X5TNqk753z,schreib satz prateritum vergangenheit wohnen mehr mensch dorf,0
607,4TtC2ewePR575rT1lAROOU,schreib satz prateritum damal sagen wahrheit,0
608,45wBwYwCDXC8AnZtmr8Bt7,schreib satz prateritum wochenend verkaufen fahrrad freund,3
609,adFcnpiRtzR9UMt3rRzCHL,schreib satz prateritum gestern erledigen juliu hausarbeit,0
610,5TsFw39Sps6acB6RNAn4ao,schreib satz prateritum fruh reise mehr welt,0
611,3jEYp7pcqGPa6ULys8Lgyj,schreib satz prateritum letzter woch helfen nachbar umzug,3
612,1TFj7qKu9vi6XbR2UHgTwQ,schreib satz prateritum gestern kommen viel leut versammlung,0
613,2Vnb9SExlFG66lue8ORR6A,schreib satz prateritum gestern fruh bringen alina kind schule,0
614,3XelZO7gKXu6ofskeqD6l8,schreib satz prateritum wochenend liegen feriengast strand,0
615,7HjEaeixPjS8hYwMMf0xPd,schreib satz prateritum vergangenheit laufen mensch mehr fuß,0
616,3W2wa7bS86z5L1UcdV2KeX,schreib satz prateritum damal verdienen eltern mehr geld,0
617,9twSs6jZwh7axWFxfRbGRj,schreib satz prateritum damal geldschein,0
618,3jbGboOzBzn7hxmjdp9Igc,schreib satz prateritum fruh oft sport,0
619,sR4kkx6WcTaKTxRNdPFT4,schreib satz prateritum damal tragen lang haar,0
620,21QurN0KA4d6bxcP2V7u0H,schreib satz prasen marisol mike projekt anfangen,0
621,2FoKQNJmWCi9LKDKe6aqnY,schreib satz prasen leyla parti absagen,0
622,Y9tBDnYEXl6byL5qPiRRg,schreib satz prasen eltern jazzfestiv besuchen,0
623,5rghdSHlEaS8xfFw3tFrjs,schreib satz prasen passend reflexivpronom wunschen neu auto,0
624,CfAiG4nf925S3Lf5WucS5,schreib satz prateritum fruher schlafen gut,0
625,5sqQeDAk1FO9BOQ15K01su,schreib satz prasen passend reflexivpronom kaufen neu smartphon,0
626,5GKw0ZNAK0B5L6PcOiLSAj,schreib satz prasen olga auto bezahlen,0
627,5N6r3AYpKez5JODl9Cv3co,schreib satz prasen moritz witz erzahlen,0
628,2yNPDQ6P9VH5UpVHEZpQ8Q,schreib satz prateritum gestern neu film,0
629,aUR9yWteLgw99Ljk4ls7Kw,schreib satz konjunktiv john gern ausland arbeiten,0
630,tu5fosyYqI9PHD8pSrTkW,schreib satz konjunktiv klara gern schwisen,0
631,8Z8iarAXloN6iZZd7gV54s,schreib satz prasen fatima buch verkaufen,0
632,1xd91TnxekT64LT6hl7kex,schreib satz prasen ahm comput einschalten,0
633,bl8m3uMUxH9iypiEls9pu,schreib satz konjunktiv ann gern groß,0
634,99ZVsXzhDhl6hYAewDvqrL,schreib satz prasen passend reflexivpronomen verletzen sport,0
635,2t6tgtBccEE6qUjTlMyJ7H,schreib satz prasen passend reflexivpronom verabred neu restaur,0
636,45YcEtFs2gD7f7ZP418vp6,schreib satz prasen passend reflexivpronomen vorbereit prasent,0
637,54tYspkXDop6KAdVlig1lm,schreib satz prasen passend reflexivpronom waschen hand,0
638,3uiNLUXxlSC61IsFhvn9fZ,schreib satz prasen passend reflexivpronomen sorgen tochter,0
639,eajPqSw62xaH6HFIpjIyQ,schreib satz prasen maria film anschauen,0
640,23LcLUNRuto9BUAYDR3fxr,schreib satz passiv pras musik erfolg feiern,0
641,6IhKzMyUZLU5Qnjwx2T4Mz,schreib satz prasen yve hau verlassen,0
642,3sH8dmY2iq87JDGd3qWP2U,schreib satz prasen passend reflexivpronom entspann well center,0
643,7jJ5qoKKIK979puyurzmc,schreib satz prasen passend reflexivpronom verletzen hand,0
644,7k4ftdp9jyt8kJoj3eq7s1,schreib satz passiv prasen e mail mussen schreiben,0
645,ctBIql8eoUaEsxo541jWv,schreib satz passiv prasen gartner pflanzt baum,0
646,30QHDY1mf9497IFIKvVoLF,schreib satz prasen passend reflexivpronom beeilen,0
647,1DuVNVscdNN5DZArVikvGf,schreib satz passiv prasen schuler hausaufgeben,0
648,2Gw8DFcbEBd8i2D817f9Gb,schreib satz passiv prateritum machen ubungen,0
649,4tkfAKH56TD7seGaj1nTIs,schreib satz prasen carlo raum verlassen,0
650,5L6xZFecMK573KzVMjIKR1,schreib satz passiv prasen salatsoß,0
651,6OLg3r1w8V6aWMwRJ79F6S,schreib satz passiv prasen tisch decken,0
652,612mrybjp596DGA9jCEtym,schreib satz passiv prasen mull trennen,0
653,43cPk8v8sIUaUHYRIai4q3,schreib satz konjunktiv hau mussen,0
654,9aYafkxdrqK6r56w4zhMWP,schreib satz prasen passend reflexivpronom entscheiden ausflug park,0
655,1B0bxiQnC0a9FzXzy9Ox6m,schreib satz passiv prateritum hort hortext,0
656,5g39V4mpoU9RAen79sObN,schreib satz passiv perfekt schulerinn parti organisieren,0
657,3itPlOaPoca8hzbP22RUCL,schreib satz passiv prasen chefin erklart ziel,0
658,99XauKQQNwgaL9AWn0LrZx,schreib satz passiv perfekt hausmeist paket abholen,0
659,8h3VmV50q7V5RJqXYZ6bx7,schreib satz konjunktiv jamen gern mehr geld,0
660,6MouX49lgqU9q52vMh6t5v,schreib satz passiv prasen mechanik reparieren auto,0
661,8JjWlLxxjZ68P9NobjfJKM,schreib satz passiv prasen wasch waschen,0
662,3mbjGmtadf7Y3hzjW859j,schreib satz passiv prasen dokument musse kopieren,0
663,6RRG09yYWBo671GelHgyVN,schreib satz passiv prasen arzt operieren knie,0
664,1gPCqB7pMgj8casdvs2Bb9,schreib satz konjunktiv bitt fenster offn konne,0
665,24kEA7img2u6w0Ko5GxJVp,schreib satz konjunktiv gern tanzen,0
666,3FbnFEXddZIaEZ8l74tzvQ,schreib satz passiv perfekt nachbarin fleisch gebrat,0
667,2ConuBj4Jkq7Y4MLhjMgob,schreib satz konjunktiv geld leih konne,0
668,al5Jhc25P7L9je0gniVxJU,schreib satz passiv perfekt studentin prufung schreiben,0
669,CSthVIrSb891NUV1bHQXm,schreib satz passiv pras kartoffel pl schalen,0
670,alQWa6G0teL7ItZeEpz3j8,schreib satz passiv pras richter urteil sprechen,0
671,aTmcbUdljLB6gM6erDjwWR,formel zukunft schreib satz futur aktion stark kritik verursachen,0
672,7puAb47BbvF8vDUVI6tZZK,formel zukunft schreib satz futur deutschland nachst jahr klimakonferenz stattfinden,2
673,6zPw3sIXdu363ILgvfGR38,schreib satz konjunktiv leila fruher kommen sollen,0
674,6qDnRlvh0QMawxRYifZ9hx,schreib satz passiv prasen papierkorb musse leer,0
675,7oMBq1irarg7LwDQilP4TG,schreib satz passiv prasen assist anruf annehmen,0
676,aN6PQjdYOveaYCfUHvr9No,schreib satz konjunktiv mehr fahren durfen,0
677,4tHvuNOsXLL9fhWu5KxRhU,schreib satz passiv prasen geschirr spulen,0
678,6DJNd6gib5T7HxxdQlX010,schreib satz passiv prasen kelln tee servieren,0
679,5iGeI9KI86t6A9iuTSEfha,schreib satz konjunktiv florian gern neu auto,0
680,4mh23Uv9Dqt6BqlwZQ8Hud,schreib satz passiv vergangenheit modalverben spieler ball werfen,0
681,9xYDjRxLEJ75BKQSzorgFq,schreib satz passiv vergangenheit modalverbe fan können sang begrußen,0
682,6lCNwGkDAmGabdk1AAozZJ,schreib satz passiv prasen gartner baum gießen,0
683,8dG1AnIZN327odmmYu9I4G,schreib satz passiv pras paket sollen bringen,0
684,2C6NAmjKGHT7F4tvUJ3sH2,schreib satz passiv prasen kunstlerin geig spielen,0
685,2dKrHn2ZQhy6SbrM8tfQM3,schreib satz konjunktiv abend tanzen,0
686,7CRIdcwstfl8erJ1cFeTy3,schreib satz passiv prasen famili macht reis,0
687,9ijW5CEpjOV5XhhU2ZbzqI,schreib satz passiv prasen lehrer aufgeben erklaren,0
688,8GGt2Lq1pVU66aRCzGMrBf,schreib satz passiv pras blum sollen gießen,0
689,7L2AwyrXBYS9DFKCU6OBAH,schreib satz passiv prateritum schreiben text,0
690,RaKinItDizaQyi2dxbzLe,schreib satz passiv prateritum -- zusammenfassung,0
691,3yjfQEOocm67PiLN1MphZX,schreib satz passiv vergangenheit modalverben ministerin ausstellung eroffnen,0
692,1SDK2PPmNY471xpsOPsSYn,schreib satz passiv prasen schuler lesen buch,0
693,1wvAh1nwbl06lJea2TLA8a,schreib satz passiv pras vertrag konn unterschreiben,0
694,95WB9tNN4TBaU7FmioxPIt,schreib satz passiv prasen nudeln pl kochen,0
695,9RhlwDzcovz65vmQkAyMTc,schreib satz konjunktiv maria gut lehrerin,0
696,a1VlgnTmVsn6rWwPoCQtTZ,schreib satz passiv prateritum lernen vokabeln,0
697,7cSIwH132cb8jrotPQUHog,schreib satz passiv perfekt assistentin vertrag kopieren,0
698,M0tAnYHwkq9uld6qtsO9F,schreib satz passiv prasen ordn musse hole,0
699,47yUgteXPQ770aHgq4r8ka,schreib satz passiv prateritum schreiben test,0
700,7JmsQaerRw67wnVMQENd9d,schreib satz konjunktiv maria gern blond,0
701,22fvPtatKPw5Nu5Znt1Zpu,schreib satz konjunktiv bitt helfen konn,0
702,4E9qNy56wHN9kNTi248xnp,schreib satz passiv perfekt kellnerin kuchen servieren,0
703,9o6iu1g5KOCackCg4jX9mW,schreib satz passiv prateritum prasentiert thema,0
704,22fqs8sDPAH7lzZ39rYmmg,schreib satz passiv vergangenheit modalverben mitarbeit chef anrufen,0
705,7QVVvOioApb7FJRAO83lKs,schreib satz passiv vergangenheit modalverbe studierend dürfen prufung wiederholen,0
706,7413YYMPwdOarBukkze9Af,schreib satz passiv prasen schnitzel brat,0
707,7mzWurXN1ow9vdjhx3HIOR,formel zukunft schreib satz futur investit voraussichtlich hoch gewinn erzielen,0
708,94RqE3JvFC57Z7KkYF5NLJ,schreib satz passiv prasen mann verkaufen getrank,0
709,aEuHzEFsVXA79n1bzLTNrO,schreib satz passiv prasen fenster putzen,0
710,6ahz0uDADNqapAn49uQqMW,schreib satz passiv vergangenheit modalverben team spiel verschieben,0
711,1V4ZknfdgD57RJMbXCKmln,schreib satz passiv prasen team auftrag ausfuhren,0
712,azj3Yp6PJfB6Q0Lb3E0YVi,schreib satz passiv prasen polizist fangen dieb,0
713,9H6Mi5ReoPq5IpiazUjFhB,schreib satz passiv prasen frau kaufen tasch,0
714,9kawS8xxcy99v0w5DjcxXX,formel zukunft schreib satz futur firma nachst jahr konferenz organisieren,0
715,9iuXQES4Jjk68D2JYAtUKM,schreib satz passiv vergangenheit modalverben musik musst festiv absagen,0
716,GpJ3mDP8iAa7jPWXSsGSU,schreib satz passiv prateritum wiederholen regel,0
717,3yD0UeSLVPg6VAeejhgwD6,schreib satz passiv vergangenheit modalverben sachbearbeit antrag prufen,0
718,2gy0XlSA6x69oTAb2elwdE,schreib satz konjunktiv heuen abend helfen konn,0
719,2RzjAq61TvL5IDUmsxoDa1,formel zukunft schreib satz futur regierung wohl neu gesetz einfuhren,0
720,1AFzZO6J2xR6xKeQ9Kvn4z,schreib satz passiv prateritum lernen grammatik,0
721,5w2nvkMJGSm8CZ9Q2hybbW,schreib satz passiv perfekt kollegin e mail schreiben,0
722,7IHEffoSwNC7HjNz3SCXqv,formel zukunft schreib satz futur sonntag marathon berlin stattfinden,0
723,76YeNWW4Cq05DzyZBpJSWO,schreib satz passiv perfekt mann bad reinigen,0
724,5hgYXHjSTe39TMoBwTaz5u,schreib satz passiv vergangenheit modalverben regierung konnen demo verbieten,0
725,4gmRPGj14X49AIULYCfjGk,schreib satz prasen achtung nom gehor n deklin paul lernen nachbar,4
726,8jVw4JiMzl2a0HR9itGed0,schreib satz passiv prasen fahrer fahrt bu,0
727,9ue1T16hDSf9MZkgcze3U6,schreib satz passiv perfekt eltern wohnung renovieren,0
728,alnlGvJfHXI9aAU6JIyQMm,formel zukunft schreib satz futur politik konferenz fliegen,0
729,5faFbPB0e89ayJ39nUgQRF,schreib satz passiv prasen arzt knie operieren,0
730,5vqLIZiScZ38bifZWNYrBr,schreib satz passiv prasen grafik sollen prasentier,0
731,1Gg8AJS5Cx4aQxPHhp3a6O,schreib satz passiv perfekt mitbewohn kaffen kochen,0
732,1FsodRup9dP92HomUkGfJ4,formel zukunft schreib satz futur sicherlich bald vertrag unterschreiben,0
733,8JiPXI7zovk9dzukB1KiMJ,schreib satz passiv prasen kaff durfen servieren,0
734,4UNJUjbc15F9dLhlyRjtU3,schreib satz passiv prateritum ubt aussprechen,0
735,2ZRPHzFYwYr6PWRtnfLecO,schreib satz passiv vergangenheit modalverben hotelperson konnen gast empfangen,0
736,3Rp8LJUrrULa3qV1qC9Hq6,schreib satz passiv vergangenheit modalverbe studierend dürfen flyer verteilen,0
737,5WzCnPUUmm666y0K3UYsZG,schreib satz passiv vergangenheit modalverben mutter geschenk abholen,0
738,ZSfUmo5pa495W6gPVh0O7,schreib satz passiv perfekt mama kuchen gebacken,0
739,aVg1z76FmIU7dlOqqIlG75,schreib satz prasen achtung nom gehor n deklin schwest hase,4
740,aFqqGDudJc7a3JX56AEuro,schreib satz prasen achtung nom gehor n deklin fragen arzt,4
741,5s9PVXQYaYB6rsC6aYLPaL,schreib satz prasen achtung nom gehor n deklin freundin heiraten italien,4
742,aVeQrEm0SUL6WJpmV0fMd4,schreib satz prasen achtung nom gehor n deklin vater,4
743,u75MbRwzSzaDm5Bv1yc4l,schreib satz prasen achtung nom gehor n deklin kunstlerin sprechen journalist,4
744,6HlF6hfoKwr5SsRbEWGPfm,schreib satz passiv vergangenheit modalverben tourist musst urlaub abbrechen,0
745,95BLuWqEALCaoAzP1MJURq,formel zukunft schreib satz futur nachst jahr olympisch spiel wahrscheinlich wien stattfinden,0
746,8wOewBrBP0h9xAkSJUtgrc,formel zukunft schreib satz futur chefin entscheidung voraussichtlich termin nennen,0
747,1WgYvGCoWEB7jrRRdOKks1,schreib satz prasen achtung nom gehor n deklin kassiererin helfen kund,4
748,2fiVB4Yo5kH6elBzn8naNU,schreib satz prasen achtung nom gehor n deklin lehrer erklaren schul problem,4
749,5TFIQi2OQWhaXVMHYJqPqu,schreib satz prasen achtung nom gehor n deklin dame kussen herr,4
750,9hQBIOKzBpI6DhQcm2u3T4,lie indirekt frage schreib direkt frage weißen viel bundesland deutschland,2
751,1jo4cYlMWjta6zzqp9tKuQ,schreib satz prasen achtung nom gehor n deklin helfen tourist,4
752,P1xK4xzinVa7unrP06H3p,schreib satz infinitiv kasimir beschließen wechseln arbeit,1
753,5NaY3Xqlfn90lUYK0efdL,infinitiv schreib satz denk infinitiv komma versuch mehr sport,1
754,3DKpkWvDhNf8wtRgvE8emP,infinitiv schreib satz denk infinitiv komma spazieren uni,1
755,6GcXLmEPYkeagltnt4gQzO,lie indirekt frage schreib direkt frage weißen hauptstadt deutschland heißen,2
756,MmaNqZp4yR9huUzuQHNeR,schreib satz infinitiv schon trinken kaff freund konne,1
757,1mZRu1mSG5I9MAISIrLQrS,lie indirekt frage schreib direkt frage kannst sagen deutschland bundeskanzlerin bundeskanzl,2
758,8D2r2pCiR4L81xLN1GDA1f,schreib satzen hauptsatz relativsatz chefin kommen uhr,3
759,5zsEtvmSg6b8S96Y3KLWHw,infinitiv schreib satz denk infinitiv komma mocht sushi bestellen wochenend,1
760,940WdC6zUqk7BdquOU601b,lie indirekt frage schreib direkt frage weißt lieblingsessen deutschen,2
761,9uQDRG0m5Jj60rZZLPH5u5,schreib satzen hauptsatz relativsatz arbeiten frau verkaufen bucher,3
762,5md0paeTHXk7fIr2wMQhp9,schreib satz infinitiv wichtig kommen punktlich,1
763,6GsaEzMTd9m9YmsanVhaFP,lie indirekt frage schreib direkt frage sagst bitt kleinst bundesland heißen,2
764,82KPNyFUfCb6XxjOciwgzV,schreib satzen hauptsatz relativsatz treff david kenn lang,3
765,3pwML9OfC6B6y2WpPNGO2P,lie indirekt frage schreib direkt frage hast ahnung bayern großt bundesland,2
766,57XsKNfAf86atCl1i9ons6,schreib satz infinitiv ben planen ausbildung anfangen sommer,1
767,3FfeL0kT90t77CqbxAK525,lie indirekt frage schreib direkt frage ahnung langst fluss deutschland heißen,2
768,6B6RrLko4Iy8Yn5KGHXU1G,lie indirekt frage schreib direkt frage frage viel einwohn deutschland,2
769,1oMVMCUGp1j7oCdXPMQhga,schreib satz infinitiv abdul arbeiten ausland,1
770,3nNdbChgtO663Qgpq7jsuu,schreib satz hauptsatz relativsatz herd reparier,3
771,6f1nyrJdVpw5IrWmklVYEV,infinitiv schreib satz denk infinitiv komma zeit plan wochenend,1
772,79ITKQh6hVkaM4TrZF4zTZ,schreib satz infinitiv maya glucklich berlin konn studieren,1
773,7G17JGTpVIJ6xmz52JPZ1g,lie indirekt frage schreib direkt frage wissen deutschland meer,2
774,11LV7R098xZ9Xrqs2QF710,schreib satz infinitiv wunderbar schlafen lang konn,1
775,2xZR52RJSxt9TgaCFVJfdt,infinitiv schreib satz denk infinitiv komma plan wandern wochenend,1
776,47TFV9ZA5hr9v7cNZ26GiJ,schreib satzen hauptsatz relativsatz kandidatin wunsch seigen,3
777,KlYYAikjIfatStb9PXGVA,schreib satzen hauptsatz relativsatz kuchen freuen kuchen,3
778,45ZwTRJ9qLl945Lh8AL0yr,infinitiv schreib satz denk infinitiv komma kim bleiben unterricht sitzen,1
779,8ikV9qQ3skV5S4Beabz5ad,infinitiv schreib satz denk infinitiv komma lassen haar schneiden,1
780,7nEXMcTFmxu7jvDmwHb7hI,infinitiv schreib satz denk infinitiv komma famili morgen restaur feiern,1
781,4dsA8s4YO5b9GaK4mevV43,lie indirekt frage schreib direkt frage frage deutsch dialekt sprechen,2
782,2sBf4CrmfQzavQ0oYExbKn,schreib satz infinitiv machen spaß schwimmen oft,1
783,PusNS2ecw19tkmPdAhPLs,lie indirekt frage schreib direkt frage weißen deutschland republik,2
784,4awtPEa9Qav7a65Sg7VpMc,infinitiv schreib satz denk infinitiv komma hoff bekommen gut note,1
785,52mLQowPxcgapOuy2lhr0c,lie indirekt frage schreib direkt frage hast ahnung wann tag deutsch einheit feiern,2
786,9iqsZAPATwG67Wjijt4vCi,infinitiv schreib satz denk infinitiv komma trainer erlauben schwimmen train,1
787,9pvebHrd1K66AerLlMEBDf,schreib satzen hauptsatz relativsatz kolleg arbeiten buro,3
788,9HX8hsbVyqZ6CRe6oW1TxC,schreib satzen hauptsatz relativsatz freund kennen nachbar,3
789,9OWdqyuz7xkauFDpywHxiE,infinitiv schreib satz denk infinitiv komma kind durfen allein urlaub fahren,1
790,7smRrZMMNMGaIYnPHVwohQ,schreib satz infinitiv schlagen spazieren park,1
791,8uWnSMfk3oe63u73VUtt8D,schreib satz hauptsatz relativsatz kopier neu,3
792,7Qh7w6j2LzT5H9miRIkO5d,schreib satz entwed zug flugzeug reis nehmen,0
793,75JHeEOJNrUaLw1a0Bcqsp,infinitiv schreib satz denk infinitiv komma lassen katz spielen balkon,1
794,aYcgxur1zJX9JYFscLbbcq,schreib satzen hauptsatz relativsatz friseurin schneiden haar,3
795,3Dy0o54JJOz73F30ubQgiu,infinitiv schreib satz denk infinitiv komma stehen lassen auto,1
796,8oFBgjul9ll8nkh70gQDls,schreib satzen hauptsatz relativsatz lauft hund lieben kind,3
797,5UmF2Di9Nn38wb7PJg12P6,infinitiv schreib satz denk infinitiv komma fleisch essen,1
798,3T4GcByW9FN7LTC7pi7uzT,infinitiv schreib satz denk infinitiv komma freuen darauf kino bald,1
799,9SnYhR6pSm57iscKnXJQtF,schreib satzen hauptsatz relativsatz liegen buch alt,3
800,4rEB43a2gab8q5qAhwqV9b,schreib satz hauptsatz relativsatz tastaur tastatur schreib gut,3
801,1mfnZGP4wY57QfBJzWBqKa,schreib satz hauptsatz relativsatz comput arbeiten schnell,3
802,khHMG8i2eA8Mv7U4J0RBh,schreib satz hauptsatz relativsatz brieftrag bringen post,3
803,9dMwRX8rkPc7n4Q2W8F2UF,schreib satzen hauptsatz relativsatz sitzen assistentin telefoniert kunde,3
804,7E0hk3CCHpp85MOFJ70VQm,schreib satz sowohl tragen sommer winter sonnenbrill,0
805,7kI5R9PXsmM86O8IqbFLJq,schreib satzen hauptsatz relativsatz schuhen freuen uber schuhen,3
806,34JDZlZfsHd9BbBPh9R5pW,schreib satz entwed kannst rot stift blau stift benutzen,0
807,aQmJDeRqQrzaFPssxl4Xu5,schreib satz hauptsatz relativsatz kellnerin erinn kellnerin,3
808,1W7ecfbeYsCaY7gIib6vTi,schreib satzen hauptsatz relativsatz freund treff freunden,3
809,6I2RLV0KOyz7OAJPZMMA17,schreib satz hauptsatz relativsatz auto fahr auto,3
810,asYHjY4ntkO7oVrTjZ8Agt,schreib satz weder mögen hund katzen,0
811,aefCpzEEvkN8rsIc91yXbI,schreib satz hauptsatz relativsatz fahrrad stehen,3
812,2cNdjKMPp1b5xyPXnSqxf7,schreib satz hauptsatz relativsatz bu wart bu,3
813,afkAd43NlmW8APfQcTtjpH,schreib satz sowohl garten blum teich,0
814,7mdgR7UexNU72FD3oD7ECp,schreib satzen hauptsatz relativsatz nachbar helfen umzug,3
815,4bH8MPPdjyV93wOvJzSzNL,schreib satz entwed konn cafe park treffen,0
816,10jlzqFfdJu8E1P14T1LhA,schreib satzen hauptsatz relativsatz sitzen student wunsch gluck,3
817,7MgAJME5GQL7ols4BGnyh5,schreib satzen hauptsatz relativsatz hund nachbarin erzahlen hund,3
818,7JWZ2kBszFD6pQEPBNGwQC,schreib satz weder caro tragen pullov jack,0
819,19ze4mGmkILaM8WXSemdea,schreib satz weder bestel pizza pasta,0
820,aD3z39IkV7p9jNxnqKYGzb,schreib satz sportlerin trainieren ausdauer kraft,0
821,9JrWHGUOqeC7UYrvVlWGfc,schreib satz jan tine restaur kino,0
822,5lF46SjZnPD7Ef3JgfoF5p,schreib satz schulerin klug fleißig,0
823,5STeuTSAwwR6XfwajCHc07,infinitiv schreib satz denk infinitiv komma georg schiff vorbeifahren,1
824,aa4eSkFoaGU8PilmHJFyOs,lie indirekt frage schreib direkt frage kannst sagen deutschland berg,2
825,8lyKdQHIq6baBcqaJQNWX6,lie indirekt frage schreib direkt frage sagst bitt hochst turm deutschland stehen,2
826,7EqmsYm5CNK7V0pxA4DiDa,infinitiv schreib satz denk infinitiv komma find schon restaur,1
827,2fKPI6CHdy75MLRUMAPevp,infinitiv schreib satz denk infinitiv komma versprechen helfen hausaufgaben,1
828,9ohz6LQatS58fIF9WdIBSS,infinitiv schreib satz denk infinitiv komma singen hor nachbarin,1
829,9lvlgnjZl0K7fnbmtzWYrx,infinitiv schreib satz denk infinitiv komma kommen vater,1
830,7Y6avtsPk3o6lT9wX58QYw,schreib satz infinitiv vergessen einkaufen rechtzeitig,1
831,8swHLMwnmye5MltE1zbOUH,schreib satz prateritum vorgestern arbeiten ganz tag comput,3
832,5rXlTKeXTyU5BgTGnUVozD,schreib satz prateritum gestern erzahlen schichen,0
833,4TtFwh7qADd90nWP8H4mIF,schreib satz prateritum fruher umarmen abschi,0
834,8jSkFjHDlhvamwaWpXcdMY,schreib satz prateritum lang zeit leben dinosauri erd,0
835,2cRTXB8z4D45QN1gqluLG1,schreib satz folgend wortern prasen hund fressen futter,0
836,BPyrs5AVAiaSRc8m2nh6F,schreib satz passiv perfekt kollegin e mail schreiben,0
837,aH0cpXdl9ib7eEeSqoNoOZ,schreib satz passiv prasen kelln tee servieren,0
838,5eygoUcYpiVavPEyN761XD,schreib satz passiv pras paket sollen bringen,0
839,6ql9XyxnRQHaPsfnnKMnEe,schreib satz passiv prasen mann verkaufen getrank,0
840,5rTYBP3Ubfo8E02PZ6C7w7,schreib satz passiv prasen fenster putzen,0
841,aycq8E0ysV55WQgwtlZzBn,schreib satz passiv prateritum lernen vokabeln,0
