taskId,language,description,topic_id,word_count,sentence_count
1722,8fAahelRGO49Brf7RWaZOq,EN,translat sentenc monkey fall tree,,5,1
1723,8FFCG5MJll7PvhcSKN8lf,EN,translat sentenc unicycl bike,,4,1
1724,4sC0tTJ8spUakNNkqCp01g,EN,translat sentenc month,,3,1
1725,1vMMX0bRkmk5WSQjYxFoBc,EN,translat sentenc thin,,3,1
1726,6O3bzqsWKFj9cIgZjBRSJB,EN,translat sentenc feel exclud societi,,5,1
1727,32O3GBbrULGaqprRT2LZEJ,EN,translat sentenc today birthday,,4,1
1728,9Fx8aBx7iPhaA8Fvyr9sBR,EN,translat sentenc book belong,,4,1
1729,lK09O45k3B5KMGgsnRAzy,EN,translat sentenc intend apolog,,4,1
1730,aNgMm6yGCre9Pwfl3u94r7,EN,translat sentenc time die,,4,1
1731,ajwF6DQeUs17oBSx6YJ3FD,EN,translat sentenc stranger approach,,4,1
1732,K3XdaMgv9d5KhCeBUmy1C,EN,translat sentenc hear disput mari,,5,1
1733,abauUITJnVVaH2aWatDXod,EN,translat sentenc hunger good cook,,5,1
1734,3ks6paRWVn6aN4OejH69J,EN,translat sentenc air moon,,4,1
1735,6rwXezI24Co8pf1FVXxRgN,EN,translat sentenc project underway,,4,1
1736,4JGFd2D9PoQ7YDZ5ZLAjTI,EN,translat sentenc warm year round island,,6,1
1737,6SYjXWYBvvX6R7orjTgFpl,EN,translat sentenc mari insult waiter,,5,1
1738,8HBWvPSu2qU9OwXdQJCvG7,EN,translat sentenc neighbor,,3,1
1739,3btRkZjsQ7Iar3zCZgEsAt,EN,translat sentenc project initi commun,,5,1
1740,4PZx7sCf7KJ5UIRFBzdeQc,EN,translat sentenc price increa,,4,1
1741,9CyhtiSEa7y98Ny9ZK9Ssv,EN,translat sentenc car,,3,1
1742,sbw0g2rjlb8w5yB7qhMrk,EN,translat sentenc work print,,4,1
1743,6GH6R6LmhCl7CUQF7KDGBF,EN,translat sentenc climat chang,,4,1
1744,zLr8ZjO5e4aBLw26p2vBD,EN,translat sentenc order beer,,4,1
1745,avmBKuO4Ann8jr41lIhP3R,EN,translat sentenc path lead rome,,5,1
1746,aOBuzacyt4v8yAD3gJdpX0,EN,translat sentenc proud collect,,4,1
1747,8PXPtxiLedV8HDdzDjA2vl,EN,translat sentenc eat tomato,,4,1
1748,rnCHah8tvv9ynL9PyDKL6,EN,translat sentenc statist side,,4,1
1749,89LDEDnuUOr6ulX3abc8aH,EN,translat sentenc sum catheto squar equal hypotenusen squar,,8,1
1750,aI11qb759BE8JfwDK17FXo,EN,translat sentenc bill,,3,1
1751,8E6BPI9vfPxa6wohlvPWPY,EN,translat sentenc love passion,,4,1
1752,2JmTzTAl5DT9qENDroEZNK,EN,translat sentenc curtain fall,,4,1
1753,5D5bJJLyqUL8B2cFtgv1xu,EN,translat sentenc captain control whole ship,,6,1
1754,5WeQ9ZmbpkN8DEIum0ONr8,EN,translat sentenc delet comment,,4,1
1755,jUX3IFN7NJ8sRQs7AXuK5,EN,translat sentenc place free,,4,1
1756,8WxHGasxI0b8Ce9bCD4eHG,EN,translat sentenc faith death intellig,,5,1
1757,3IpV5Ae2ECP8E4qpPSD3Td,EN,translat sentenc bird fli,,4,1
1758,4k3wWS1jfMpabtEUgZEVHZ,EN,translat sentenc altern,,3,1
1759,4dvFV73hW8P8FfQvNqx7by,EN,translat sentenc soup hot,,4,1
1760,1SMXV5yUfKr81KYvZ0hWwz,EN,translat sentenc last word,,4,1
1761,2N6NUePhrnG9zBS4vQi1nf,EN,translat sentenc may offer someth drink,,6,1
1762,40WIZ5nBXo16QLL86qL85S,EN,translat sentenc babi often fall,,5,1
1763,3m5xBeptrjX6sXWY01ZyeS,EN,translat sentenc interest exampl,,4,1
1764,1kPwdngXMUQ6mivQ0HP1fe,EN,translat sentenc refriger break,,4,1
1765,7B2qqgURXjo8s4R5CrNFW0,EN,translat sentenc happi help brave,,5,1
1766,6yporZUjVspaPmw5Ne1i1m,EN,translat sentenc bu arriv ten minut late,,7,1
1767,9MPeDvegmvUaXyVgsGQj7p,EN,translat sentenc evid,,3,1
1768,7QyLGZdrdksa083sk2PsOC,EN,translat sentenc egg weapon,,4,1
1769,8ywMkH9nWq56kjCHFqTEkd,EN,translat sentenc find mistak five line,,6,1
1770,9UoMwJOhSyv9tqtYRQO9OY,EN,translat sentenc new system prove success,,6,1
1771,7UfJ5QkHqAj9UwFIPoKr1p,EN,translat sentenc decid build bridg,,5,1
1772,9Kay00fmqhb9SISx9LJyZL,EN,translat sentenc provid recip,,4,1
1773,5zOHU3j9n3x5JwyxdIFSmO,EN,translat sentenc true,,3,1
1774,3eYYB7e2WuDar6q2urQV0L,EN,translat sentenc nightmar,,3,1
1775,70n5ygiQosv6vRzl4jqmQm,EN,translat sentenc temperatur,,3,1
1776,3BzzH9UdJX49b54Dbp23x3,EN,translat sentenc bedouin live desert,,5,1
1777,4Ro18nFkZCJafOveC6is7X,EN,translat sentenc song,,3,1
1778,1jeqiuk8eeF6IvWzluDd4A,EN,translat sentenc want insult,,4,1
1779,3mDw1hXnnbU9qKr4iehv2W,EN,translat sentenc next sunday concert,,5,1
1780,VFDVcTIlela7d27NHwxF6,EN,translat sentenc tabl next fridg,,5,1
1781,5PkVs2UVNJUaaztBsEjiTY,EN,translat sentenc think everyth,,4,1
1782,atSbZH3xtqJ9Or8GECgCGj,EN,translat sentenc plate,,3,1
1783,6aeuKgIKQED8Mafulhfm9f,EN,translat sentenc eat much meat,,5,1
1784,14z4iMHY2C59ksyPre5OWh,EN,translat sentenc easili find bank,,5,1
1785,5rMnPKBAjoV6jgOizuThkH,EN,translat sentenc boy visit grandma,,5,1
1786,27bT2HoJAAa8T2WGtN4P94,EN,translat sentenc mark sell car,,5,1
1787,41TN12v14H58bTj4ISvIJk,EN,translat sentenc custom alway right,,5,1
1788,7Cmo2GRjI0u9aRhMpI9T7U,EN,translat sentenc fund danger,,4,1
1789,zlyDX2wtlU705Tf9MNTxo,EN,translat sentenc state could meet expect citizen,,7,1
1790,aDrX2HomzHa5vpObCslqcG,EN,translat sentenc ah milk cow,,5,1
1791,8MXM21hhMUo7cWRRP8S9WS,EN,translat sentenc bee give we honey,,6,1
1792,3un91ymFGMEamNmovpqFsn,EN,translat sentenc tri prove exist ghost,,6,1
1793,9YZrc1vidqAaEU8qUmMjLj,EN,translat sentenc fish live sea,,5,1
1794,5Wl1IgiXymZ5SKzMlPZJOe,EN,translat sentenc reject,,3,1
1795,17GEPqu92hc8tX1acx8yNh,EN,translat sentenc guest,,3,1
1796,3sxn5DLdfzH6Il6PDAq2bX,EN,translat sentenc begin god creat heaven earth,,7,1
1797,8GueZrRlD3z5Q6touYc85m,EN,translat sentenc rememb promis,,4,1
1798,5TO68rRB0Gw8O9mmLzGhi6,EN,translat sentenc dentist,,3,1
1799,7lvC5sZDSen9b11PUK5WFE,EN,translat sentenc heart stop beat,,5,1
1800,1BjJ1QW2tGq5M7mWftLQS1,EN,translat sentenc priest atheist,,4,1
1801,4AzAS1x1gyA8eR2uKlvBHj,EN,translat sentenc live osaka age,,5,1
1802,6SBVDdRbq6vaDu8eVuI3PG,EN,translat sentenc week,,3,1
1803,aPfbdqXqQST5SULzztXr59,EN,translat sentenc salt,,3,1
1804,3ZgDfEXK2pq8bOe1h7Ibym,EN,translat sentenc run,,3,1
1805,4XZ8sEvsgUl5DMsGoE5ufp,EN,translat sentenc alway want argu,,5,1
1806,7gMjCj6HCx56S0r6T49hgj,EN,translat sentenc english verb stand front object,,7,1
1807,72svAJ5O9nM8zCAGeOk3W3,EN,translat sentenc littl money,,4,1
1837,96PTNeCqkHc8CdBByYNrEo,EN,translat decid build bridg english,,5,2
1839,2ulz7qYPcMn8LDxxAcLiz1,EN,although julian everyth possibl give imag safe determin person realiz peopl around perceiv,4796.0,13,1
1840,22xM40FSlWpaX3HxM7FsGO,EN,write right answer person develop process sever stage distinguish set develop object start,4809.0,13,3
1842,5zrUSQFW1x08mT2bAirLYH,EN,write answer keyword busi meal magdalena meet charismat eleg man immedi imagin execut talk import topic front profess profession meet morn leav magdalena realiz man actual accompani wife director great compani magdalena victim call,4797.0,34,5
1846,5wArqB0SIoo9gwJMg82ujD,EN,write correct answer keyword five big questionnair recogn model contain fundament factor person descript among five factor open conscious extrover neurotic fifth factor,4807.0,23,4
1848,3ZwDSXVQ7dS7EZcA1hNfqd,EN,write right answer stefano work well know compani recent colleagu confidenti tell boss exagger claim second time offic cri decid inform superior even risk suffer consequ case stefano demonstr specif qualiti,4801.0,31,7
1849,1q7Gldc2QS4a5DhEvKE8AY,EN,write correct answer keyword situat pressur control remain impass other lose calm demonstr certain qualiti also form self control,4797.0,19,3
1851,65XQ8XwepGS9IzcNUeGaO4,EN,write answer keyword joy surpris anger fear,4793.0,7,3
1852,a5clCCL835paB5G9EPX50s,EN,write correct answer keyword luca fervent defend environment caus care compli principl favor protect preserv time compani work denounc unfair practic treatment toxic wast commun respon boss ask dissemin messag clean name compani luca feel increasingli uncomfort distress feel lot pressur luca experienc,4794.0,43,7
1853,1BQf4Z0Bz0m5La0Q5TTUjl,EN,write answer keyword busi meal magdalena meet charismat eleg man immedi imagin execut talk import topic front profess profession meet morn leav magdalena realiz man actual accompani wife director great compani magdalena victim call,4797.0,34,5
1854,8JX26PkJcR86YYK5nevG48,EN,write answer keyword joy surpris anger fear,4793.0,7,3
1855,dsrE2QRf4t9oqqc2sCoI8,EN,plea translat follow sentenc english jost world week reader,,9,1
1856,8odGUJfUtz5afXxxCANmVl,EN,plea translat follow sentenc english look forward birthday,,8,2
1858,12QfXkR96hp8Hyu8mSN1gm,EN,translat want insult anyon english,,5,2
1895,qagnuZTmWR9J880gr37hv,EN,translat follow sentenc work,,4,2
1896,43a1e1TyRjY8RhYoQDib9g,EN,plea translat follow sentenc english write book,,7,2
1904,7IPKJG1ojiVafqQqZ4GEuG,EN,plea translat follow sentenc english wonder day today,,8,2
1905,akYulFrAa5n6nUUBiHNyBD,EN,gener topic detector voci trainer posit feedback show,,8,2
1907,9xMJgf5xv2q6UlMC5600WN,EN,plea translat follow sentenc hendrik wear white shirt,,8,2
1999,644ZLYiHEix8WNcEmcPA5s,EN,translat sentenc eat much meat,,5,1
2000,3z37QpoRvUAasrYW8zf8EF,EN,translat sentenc appl,,3,1
2001,75DBcPydjVB8VyijgpI0t3,EN,write hear english,,3,1
2002,1iYTIkDWZcE6BQOpbwKZEf,EN,translat sentenc comput,,3,1
2003,a9UPGVFknIZaIK1ZLWcJrI,EN,write hear english,,3,1
2004,3tVcEcSvTrH96wSXqWpH7J,EN,translat sentenc nobodi believ,,4,1
2005,2LDUTpnIehiaJUu3lzsnUm,EN,write hear english,,3,1
2006,5rC3f2ovTQ062tjgXtAEaj,EN,translat sentenc beer wine,,4,1
2007,5okM7OScMI2aW4J7yWA0t1,EN,write hear english,,3,1
2008,1b3LtF6qPk46IQQvn92ZDF,EN,write hear english,,3,1
2009,9UVjOVuS8AM7z29wc6vnKq,EN,write hear english,,3,1
2010,3Xzk5RmH3zk63QPmPVJgGS,EN,translat sentenc fruit veget indispen balanc diet,,7,1
2011,a7nhdEsA3ry7gxErziK1wC,EN,write hear english,,3,1
2012,3DI7LFxBHJs7Gok77K1P0L,EN,translat sentenc satisfi work,,4,1
2013,19ZVjTFUecy6HVUsYdOorw,EN,translat sentenc easili find bank,,5,1
2014,26LRzNCzjee9y54WKJSZdf,EN,translat sentenc buy comput,,4,1
2015,aC5pNYtvYOb6XDqvcq1dsu,EN,write hear english,,3,1
2016,1jluuI7cKY9azlSA8qBwp5,EN,write hear english,,3,1
2017,1hjhJptkSBmamvRBpLf0ET,EN,translat sentenc good salari,,4,1
2018,mR9YF19Iz26Pd8qHeVF7w,EN,translat sentenc decid build bridg,,5,1
2019,1XRMYExlYhS74jUVvtNRAE,EN,translat sentenc qualiti import quantiti,,5,1
2020,7eTfVtqRfpY7Td4z2GqnTx,EN,translat sentenc job,,3,1
2021,acX6e2WCFnY8RZQZUo2oNM,EN,write hear english,,3,1
2022,170qdDeervx9NxUsZI6lyd,EN,translat sentenc start look new job,,6,1
2023,21TysdCki4A6FYErfE6Jm7,EN,write hear english,,3,1
2024,439dCH3rEZo8dSkoXrIdnG,EN,write hear english,,3,1
2025,1J3hnnl4G4Y6QWxqSdUtwa,EN,translat sentenc work,,3,1
2026,8v8OC6cd0qAa66JLdtMno4,EN,plea translat follow sentenc english dog big,,7,2
2027,jF3KvGPCpo88N4XsmgfiC,EN,translat follow text english,,4,1
2028,1KQTaLm8ukV9AMUBSNVoLv,EN,translat sentenc drink alcohol,,4,1
2029,3PRqI22MDZ97Ve90JhXaTY,EN,translat sentenc young engin lack experi,,6,1
2030,6X4DKMl84yL7pEr9wB1cI7,EN,plea translat follow sentenc english today great weather,,8,2
2032,2GeReVvD3ee86OtWju4LOe,EN,write hear english,,3,1
2034,6U3QDognBVv9UxARNUV9Jg,EN,translat sentenc would cup coffe,,5,1
2035,aDUqrwDMlFzabTZOtmYJLa,EN,translat sentenc economi exact scienc,,5,1
2036,ZolgnOR4J45zGrBCwrvD4,EN,translat sentenc economi exact scienc,,5,1
2037,8RMqFbGWgL28hemdnKDrg5,EN,plea translat follow sentenc english book background,,7,2
2039,3shkyRdtdfW61LGgGBtpeG,EN,plea translat follow sentenc english develop program,,7,2
2040,4YDgSmYI3ZD8V1IZbbWbVa,EN,translat sentenc allow drink alcohol,,5,1
2041,9QxaSUb6SUL7IuvgPUJTSa,EN,translat sentenc allow drink alcohol,,5,1
2042,arTKWpWjE3y8TgZdgb3Tzt,EN,translat sentenc allow drink alcohol,,5,1
2045,60ZdhA28i3390ftnNwdvb8,EN,plea translat follow sentenc english girl hug dog,,8,1
2047,5LfUwEVQeAm6lN3Q0KJrpK,EN,plea translat follow sentenc english sit front comput,,8,1
2048,6yZ1gvV09vsaN624mxeA0x,EN,translat sentenc tree old,,4,1
2049,4GqNkHC1xmMaA5YTrTkZbK,EN,translat sentenc tree old,,4,1
2050,7mL05hysGcM6ZxzU7kBNjl,EN,translat follow sentenc english new presid america,,7,1
2051,3b7qmW4YtZWaMTxBhOJUoX,EN,translat follow sentenc english sit front comput,,7,1
2052,8HnDlUIbyHT9Qg3g4dEcnZ,EN,translat follow sentenc english sit front comput,,7,1
2053,2tan3ENDl9Y9d2y80Bm5Kb,EN,plea translat follow sentenc sit meet,,6,1
2054,26u1vZhdpuH9kDcA6xx78A,EN,translat follow sentenc english sit front comput,,7,1
2055,2g6FRUOGCBT848lgs8vRT8,EN,translat follow sentenc english sit front comput,,7,1
2057,8CnJ1bv8P0A5Ys928bGLkP,EN,translat follow sentenc english sit front comput,,7,1
2058,9TCArXl5FEn922UVFnQEpZ,EN,translat sentenc would cup coffe,,5,1
2095,2r70eBNTN0b8jBDuFJraVm,EN,translat follow sentenc english sit front comput,,7,1
2170,9Auc5FCKJZ9a3C1o8ZVSPh,EN,translat follow sentenc english sit front comput,,7,1
2171,8v1U3wTu7C98DNyXHJS5lm,EN,translat sentenc hunger good cook,,5,1
2172,5c4RY8GArrh8Ec16nLEP3n,EN,translat sentenc hunger good cook,,5,1
2173,8Yd5looW4yU5xwqayPoxoM,EN,translat sentenc hunger good cook,,5,1
2175,6mKC3ZZRZ2e851rbwWW1sI,EN,translat follow sentenc english sit front comput,,7,1
2176,aVV5G2jXiRC9XY4lewgl52,EN,translat follow sentenc english sit front comput,,7,1
2177,3QhKw6gI8Gv66Bn0DECl3x,EN,translat follow sentenc english sit front comput,,7,1
2178,70BQepo7Lrh9ytaxzfYUEL,EN,translat follow sentenc english sit front comput,,7,1
2179,3eIgMDzwCtE9KJY7hdeWw5,EN,translat follow sentenc english sit front comput,,7,1
2180,aSacCa6TTFZ7JJTuBGDuto,EN,translat follow sentenc english sit front comput,,7,1
2181,agZkm3sxPvX7L24cYYUOXh,EN,translat follow sentenc english sit front comput,,7,1
2184,80tPbAIaz639UnhvfOTQk9,EN,translat follow sentenc english sit front comput,,7,1
2185,78bKVlX86jq7kXMVQM5a8Y,EN,translat sentenc mother diet,,4,1
2192,2OepaNB2JnaajH3AKEosDL,EN,translat sentenc mother diet,,4,1
2193,3F0qeDjG6hb94HTPKYKnzg,EN,translat sentenc order beer,,4,1
2194,6M94UtIpf5Y6blMVRXyDfI,EN,translat sentenc countri rich oil,,5,1
2195,3eYowzufkIs8k4RXSUuhTB,EN,translat sentenc appl yet ripe,,5,1
2196,5P4KBoq4pYX8I8qOEdKC26,EN,translat sentenc appl yet ripe,,5,1
2198,4quzuwJPYGp7PqzLdaFCgI,EN,translat sentenc hen put egg almost everi day,,8,1
2202,9hDSMgHpgD38swWSVUL2C7,EN,translat sentenc eat much meat,,5,1
2203,89BgN5D8TaO6GGwiKLzhDi,EN,translat sentenc satisfi work,,4,1
2204,9hR46oBwqWr5CzYM3EtTIE,EN,translat sentenc maria father breakfast,,5,1
2205,8XMxmEj6Zhv9ISipWcB5V0,EN,translat follow sentenc englisch sit front comput,,7,2
2207,4i811yJMsQja4C3GII7BHS,EN,anim write sentenc,,3,2
2210,aJO9g6bQe0S8pgYoAlDsa3,EN,translat follow sentenc english sit front comput,,7,1
2211,7sfUa4iy70U9hK4QcrUDYh,EN,translat follow sentenc english sit front comput,,7,1
2236,ajMl7TLPty37H2glVIR1jS,EN,translat follow sentenc english sit front comput,,7,1
2240,2qg0WhwkJ1MaTszf2FXGgV,EN,translat sentenc countri rich oil,,5,1
2254,35M2HOXs9Vh5NUFqGeXc4Z,EN,translat follow sentenc english sit front comput,,7,1
2255,2C6NkA9f5559LHUU59ttax,EN,translat follow sentenc english sit front comput,,7,1
2260,9ZWpRvH9lXo5ZhktyDtHZq,EN,translat follow sentenc english sit front comput,,7,1
2261,6iAgstS7O2b6VZLmGr23KQ,EN,translat follow sentenc english sit front comput,,7,1
2262,9F7dGxuu1fx7q4deULh5pu,EN,translat follow sentenc english sit front comput,,7,1
2272,58t23BMySTX7k9YZ5GNJb1,EN,name least tropic figur denti shadow day light ruckert night,4256.0,10,2
2273,4dC0dURpTys8xCpcn8DpTX,EN,name least tropic figur quot forev chat splash splash splash gustav falk,4256.0,12,3
2275,5kVwt1u3P7P8mKDypeZrMY,EN,name least tropic figur quot peac hut war palac buchner,4256.0,10,3
2276,5YTuUzQbRFE9jexD2usopB,EN,name least tropic figur quot shoulder warm snow becom cold sand hoffmannswaldau,4256.0,12,3
2278,4APntIETx605Md7SoxZoEG,EN,spiderman describ word sentenc,,4,2
2279,2HdFq9ySLjcaMyk1Gzm3vG,EN,capit usa give answer word,,5,2
2280,3uZ7sK6YDFN7a3BMz8upRy,EN,georg washington describ word sentenc,,5,2
2284,1ApV4pA16hP9jvCS0CSkdh,EN,answer question full sentenc carolin move edinburgh,,7,1
2289,8EJMDBJdEYw9ui0EdxVZKG,EN,georg washington describ word sentenc,,5,2
2290,4XFkfbY9aeNarXVxeydkXb,EN,translat follow sentenc english sit front comput,,7,1
2292,aabkDpf1In5aLCEpfF0oLx,EN,translat follow sentenc english sit front comput,,7,1
2293,5uPP9nFbStx6JoiIif02Yv,EN,translat follow sentenc english sit front comput,,7,1
2294,62IFV9FppkB7hGveaOOMtM,EN,translat follow sentenc english sit front comput,,7,1
2295,8ru9r5mSYKg9YUQAwZ6kke,EN,translat follow sentenc english sit front comput,,7,1
2297,ailLeGsc4fd9d2LvafZK8n,EN,describ interact girl dog follow pictur,4815.0,6,1
2302,4T0cuixLf938KPQc3mcPWo,EN,translat follow sentenc english sit front comput,,7,1
2303,2S9l7epVSccaLe48Xozb76,EN,translat follow sentenc english sit front comput,,7,1
2304,axuORmJciKT7iu1U9Q7YUw,EN,choo anim write sentenc answer question anim commun commun anim ant bee whale,,13,4
2310,1WpKVZVDw8r6ESHDfFCu38,EN,translat sentenc decid becom doctor,,5,1
2311,6ITkCOtgPFsa4r4LHh9ZSA,EN,translat sentenc task much,,4,1
2312,29v7aVosJSb5DWRrtioKMS,EN,translat sentenc task much,,4,1
2329,3fihxNehH2P9NA88wKcTmk,EN,write sentenc b exampl priscilla write short text english everi week,,11,2
2334,5kJ7UAiz8a27f73M0HeExI,EN,howi chang tradit design,,4,1
2335,98FuI2QeAsX80CxRqeUb4k,EN,citi mention thing,,3,2
2345,4egjYsdh9Ze65AithRSW6I,EN,translat follow sentenc english sit front comput,,7,1
2346,afcGSrIYt9e7hPJWR8xVvE,EN,translat follow sentenc english sit front comput,,7,1
2347,3ov5vBM4EGk7w0z9EnLMZZ,EN,translat follow sentenc english sit front comput,,7,1
2348,zjSljLL2366dydpnkQ9cb,EN,translat follow sentenc english sit front comput,,7,1
2478,1AQeVmedUi75X5TGoLqV4j,EN,translat follow sentenc english sit front comput,,7,1
2493,1lNjD8zOHRF9u11IV377FJ,EN,translat sentenc maria father breakfast,,5,1
2497,8xf7XAx4kJ17xSCyYNrpeT,EN,answer question full sentenc carolin move edinburgh,,7,1
2528,9uuz53xf2K598egNWqfinI,EN,total steam pressur accord dalton compos homogen fluid mixtur charact,,10,2
2529,5e4DpZQu4Cxa40OdlnPvnM,EN,sie tau diagram charact,,4,2
2530,4DNeXceFwJ65wGvDoOWCXk,EN,fraction distil charact,,3,2
2531,4SgHyiFJWsq9iiESy1CmiG,EN,steam pressur behav non mixabl fluid mixtur charact,,8,2
2532,9Xr9zZyQgSW9kx6nN6a7av,EN,azeotrop dot describ boil point affect thermal separ charact,,9,2
2533,5sWJbj2zNVW8YBliMzUWVd,EN,rectif differ distil charact,,4,2
2534,3pWJTZEWrqk7ojUzbBc6pz,EN,fix loo column build name column instal compar speci mention relat separ perform charact,,14,3
2535,2sHuZyNr3Ii8jYtvOLqfKr,EN,influenc rectif temperatur boil swamp fall steadili charact,,8,2
2536,8PAYrcQVnvz8UhtoBrDFsP,EN,describ term flood rectif column name msr technic factor recogn flood charact,,12,2
2537,2VnLjAB4Khx9zW5BOzVExA,EN,continu discontinu rectif differ regard thermodynam balanc charact,,8,2
2538,95TrZMPK6XPaVvfmE3oYSK,EN,describ chang aggreg evapor charact,,5,2
2539,2ZYdrTab1jtaaZflgV5u51,EN,boil point liquid chang ambient pressur low charact,,8,2
2540,5wIIoTGPAl08VvECDUxUA1,EN,compar evapor evapor address crucial differ charact,,7,2
2541,3j06E1oJxxn6sr4tsfPMJr,EN,differenti direct indirect heat charact,,5,2
2542,4Qv1rG0yJjy6JhT3FT34El,EN,object follow evapor process charact evapor evapor evapor,,8,2
2543,47lsHAAPr3r8cXZDa5gFIm,EN,contain subsystem must regener period altern describ regener process answer sentenc,,11,3
2544,9VGhuZ1kf457IMIdqFV6S4,EN,ko column reaction mixtur separ atmospher pressur describ process run ko column procedur answer sentenc,,15,3
2545,7n6Q45MNhRo75S37xfaiWx,EN,rectif ko column oper vacuum rectif column gener oper vacuum answer sentenc,,12,3
2546,anUNJT0b9I7IYww9EP3rc,EN,describ procedur impact oper vacuum answer sentenc,,7,1
2547,2CmzHhPC5Io6R67nIuVu4c,EN,formul answer help keyword decentr team face mani challeng includ maintain good person contact despit distanc balanc fair evalu employe challeng virtual team confront,5389.0,24,3
2548,59jaAshF1uK60sUPEDERcU,EN,describ pictur girl dog pictur play togeth,,7,1
2549,3nlmdgqIPfj9QJ8PstF7JN,EN,formul answer help keyword manag process assess employe import element manag also peopl peopl often inclin express opinion everyth everyon often exist way due distort peopl perform subject rate name exampl distort subject assess comparison effect manag compar perform employe colleagu,,41,6
2550,57MxBKH2TYg7yimYo0bDY5,EN,translat follow sentenc english sit front comput,,7,1
2561,qqbKE61Hz18cPFw7dwQxC,EN,translat follow sentenc english sit front comput,,7,1
2563,4KVELcwjHQoakCAEz6cPmJ,EN,translat follow sentenc english sit front comput,,7,1
2564,9HAc5jeYPSzabRgkqgCnRP,EN,translat follow sentenc english sit front comput,,7,1
2566,8nblrizP2BF7H4WWocLGff,EN,translat follow sentenc english sit front comput,,7,1
2567,29zbFnMqo0I8UQ2pJErBVt,EN,translat follow sentenc english sit front comput,,7,1
2576,4oYrV7fkBalaYHsWeP7lEU,EN,translat follow sentenc english sit front comput,,7,1
2577,3zhZER88ZTDaDbiX38IyOw,EN,translat follow sentenc english work comput,,6,1
2587,6669VVFbufq6Qvqe1w9hRw,EN,translat follow sentenc english sit front comput,,7,1
2594,49UOHKqiMwq85ZZIHZxCU6,EN,translat follow sentenc english sit front comput,,7,1
2595,1LRldjOWzZm6Ifs4aCI0Q1,EN,translat follow sentenc english sit front comput,,7,1
2600,8dvl2IHZABj7nGzkfGBvSU,EN,translat follow sentenc english sit front comput,,7,1
2601,1hRJr3HtO9K923mOy0BWXr,EN,listen christma song,,3,1
2602,4lnlDttCiSo75iRyVD3LZu,EN,listen christma song,,3,1
2607,7Uw9z5ng3bU9ps3Za62wAO,EN,translat follow sentenc english sit front comput,,7,1
2613,7ZzQHv026ZP8gFgr9l4ZU4,EN,translat sentenc english testifi product,,5,1
2617,5mCTZdISzLYa7EpayOikGH,EN,base knowledg inform give case studi letter shm presid growth strategi swiss hotel manag sa,,15,1
2618,7epO37vckpv6xxA0mMcboy,EN,describ pictur sentenc present continu verb read drink listen,5356.0,9,2
2621,9cJekFHxmNj6wjzqZBmBR9,EN,translat follow sentenc english sit front comput,,7,1
2623,aihqUkbypiq9gnAMnzc6eK,EN,translat follow sentenc english hous big,,6,1
2624,9LryhUZQVKP9U9s9RHlVES,EN,translat follow sentenc english hous big,,6,1
2625,WmuFF72WzT83czdaACLx5,EN,translat follow sentenc english hous big,,6,1
2628,8YYBHbP9SFK5TMaSGUcaEM,EN,translat follow sentenc english hous big,,6,1
2629,1NxZvJOUmk59buPJKidJON,EN,describ interact girl dog follow pictur,4815.0,6,1
2633,8lHjgtB0xTd64i6kKAk7um,EN,give well advic friend parent give opinion,,7,2
2634,4vdaaOoffGh7RjfLJ4VA2w,EN,describ esperanza relev name turn find question partner answer,,9,2
2637,aTRLomJYZFr7Bjjytw2r9l,EN,six sentenc famili friend brother sister mum dad friend friend watch play earli park shop cat dog spider garden plant room film video anim comput game footbal everi weekend weekend everi day,,32,2
2655,4RlKbkdRNum9GASNgE1bEe,EN,turn scene stori film toy figur show film class film class well,,12,4
2656,amHMLZJOuNy7jxM2cQl947,EN,small group tri assign profess countri origin person,,8,1
2657,78HZGmFNZVJ6t7yeq96jnx,EN,discuss associ assumpt lie behind caus associ assumpt,,8,2
2658,asyQSPnqmr2adcvmVynuPc,EN,discuss associ assumpt lie behind caus associ assumpt,,8,2
2659,9RrAHXNqVVb7CiAjbRRKP8,EN,quot reflect posit view diver societi emphasis differ way much peopl need retain individu turn quot slogan quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic,,77,8
2660,77KedhRAxwt6xxV7DzztJe,EN,order quot individu conform would posit quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic,,66,8
2661,Kzia99NV6u9lLyJV7aoga,EN,identifi possibl challeng well societi aris take diver quot societi minut becom integr whole look eye whole differ world togeth azizah al hibri american philosoph legal scholar peac uniti similar uniti diver comparison concili differ mikhail gorbachev former russian presid unlik drop water lose ident join ocean man lose societi live man life independ bear develop societi alon develop self b r ambedkar former indian minist law justic,,68,7
